specifier,FLOW,HEAT,NH3X,NO23,ORGN,TOTN,PO4X,PIPX,ORGP,TOTP,TSSX,ORGC,TSED,acre
EL0_6920_0000, 0.1858751E+05, 0.2853850E+06, 0.2904925E+05, 0.2711103E+06, 0.8979051E+05, 0.3899500E+06, 0.6376438E+04, 0.6748450E+04, 0.1709491E+04, 0.1483438E+05, 0.7261249E+06, 0.1082437E+07, 0.3630625E+03, 0.1600319E+05
EL0_7060_0000, 0.1325577E+05, 0.2021297E+06, 0.2131638E+05, 0.1639398E+06, 0.5775027E+05, 0.2430065E+06, 0.5437279E+04, 0.4414514E+04, 0.1763488E+04, 0.1161528E+05, 0.4368815E+06, 0.7110044E+06, 0.2184408E+03, 0.1067614E+05
EL0_7220_0000, 0.1068123E+05, 0.1629268E+06, 0.1782543E+05, 0.1599872E+06, 0.5718378E+05, 0.2349965E+06, 0.2823830E+04, 0.2958735E+04, 0.8973334E+03, 0.6679898E+04, 0.3779718E+06, 0.6006805E+06, 0.1889859E+03, 0.8703969E+04
EM2_3980_0001, 0.1054700E+06, 0.1447200E+07, 0.6250763E+05, 0.4771854E+06, 0.2202856E+06, 0.7599789E+06, 0.3072429E+05, 0.1609972E+05, 0.1036995E+05, 0.5719396E+05, 0.7545029E+08, 0.6505768E+06, 0.3769932E+05, 0.7382122E+05
EM2_4100_0001, 0.1043900E+06, 0.1362300E+07, 0.8052643E+05, 0.6516692E+06, 0.2596366E+06, 0.9918322E+06, 0.4247784E+05, 0.1747148E+05, 0.1075167E+05, 0.7070098E+05, 0.3994750E+08, 0.2391741E+07, 0.1993397E+05, 0.6135005E+05
EM2_4101_0000, 0.6662625E+05, 0.9393206E+06, 0.6286808E+05, 0.5132083E+06, 0.2070524E+06, 0.7831288E+06, 0.1604312E+05, 0.9370729E+04, 0.4664771E+04, 0.3007861E+05, 0.3994418E+07, 0.2407562E+07, 0.1997209E+04, 0.3404372E+05
EM3_4320_0000, 0.4513664E+05, 0.6430772E+06, 0.4299745E+05, 0.2816213E+06, 0.1355295E+06, 0.4601482E+06, 0.1075552E+05, 0.5763496E+04, 0.3207843E+04, 0.1972687E+05, 0.1511775E+07, 0.1523961E+07, 0.7558877E+03, 0.2242479E+05
EM3_4321_0000, 0.3606153E+05, 0.5082146E+06, 0.3155849E+05, 0.2216996E+06, 0.1163021E+06, 0.3695600E+06, 0.6481790E+04, 0.4221288E+04, 0.2233867E+04, 0.1293695E+05, 0.1217803E+07, 0.1252942E+07, 0.6089016E+03, 0.1774404E+05
EM0_4322_0000, 0.2686708E+05, 0.3716063E+06, 0.2977627E+05, 0.2235335E+06, 0.9726326E+05, 0.3505730E+06, 0.6844433E+04, 0.4743333E+04, 0.2253178E+04, 0.1384095E+05, 0.1151448E+07, 0.1104324E+07, 0.5757244E+03, 0.1509360E+05
EM0_4323_0000, 0.9514799E+04, 0.1349126E+06, 0.7780969E+04, 0.5994285E+05, 0.2846433E+05, 0.9618815E+05, 0.2238146E+04, 0.1339225E+04, 0.7512023E+03, 0.4328572E+04, 0.4058121E+06, 0.3296488E+06, 0.2029060E+03, 0.4717794E+04
EM0_4324_0000, 0.5413128E+05, 0.7602816E+06, 0.4010291E+05, 0.3380042E+06, 0.1321234E+06, 0.5102304E+06, 0.1265087E+05, 0.8850186E+04, 0.3503190E+04, 0.2500424E+05, 0.3788334E+07, 0.1753375E+07, 0.1894167E+04, 0.2670837E+05
EM3_4325_0000, 0.5889806E+05, 0.8433820E+06, 0.5196616E+05, 0.3352345E+06, 0.1601167E+06, 0.5473174E+06, 0.1239478E+05, 0.5627226E+04, 0.4035423E+04, 0.2205743E+05, 0.1389690E+07, 0.1643754E+07, 0.6948451E+03, 0.2920134E+05
EM3_4326_0000, 0.1430751E+05, 0.2024033E+06, 0.1866580E+05, 0.1491208E+06, 0.6045360E+05, 0.2282402E+06, 0.3845347E+04, 0.1493950E+04, 0.1053603E+04, 0.6392901E+04, 0.1215612E+07, 0.7724047E+06, 0.6078061E+03, 0.1218470E+05
EM4_4740_0000, 0.4864907E+05, 0.6940283E+06, 0.5854794E+05, 0.3320426E+06, 0.1498587E+06, 0.5404494E+06, 0.1590936E+05, 0.6213951E+04, 0.6929399E+04, 0.2905271E+05, 0.2328313E+07, 0.1622797E+07, 0.1164156E+04, 0.2300029E+05
EM0_4870_0000, 0.2268394E+05, 0.3151840E+06, 0.2509393E+05, 0.1726386E+06, 0.7657745E+05, 0.2743100E+06, 0.5343568E+04, 0.4248507E+04, 0.1705327E+04, 0.1129740E+05, 0.7887751E+06, 0.1000554E+07, 0.3943875E+03, 0.1100482E+05
EM0_4871_0000, 0.1287897E+05, 0.1799066E+06, 0.1255075E+05, 0.9820683E+05, 0.3925161E+05, 0.1500092E+06, 0.3687655E+04, 0.2780994E+04, 0.1040095E+04, 0.7508745E+04, 0.6159287E+06, 0.5486742E+06, 0.3079644E+03, 0.6303921E+04
EM0_4875_0000, 0.1400573E+05, 0.1932714E+06, 0.1761299E+05, 0.1307688E+06, 0.5636719E+05, 0.2047490E+06, 0.4105558E+04, 0.3238639E+04, 0.1239683E+04, 0.8583882E+04, 0.5823434E+06, 0.7359079E+06, 0.2911717E+03, 0.6753034E+04
EM0_4874_0000, 0.4759262E+05, 0.6510454E+06, 0.5258544E+05, 0.2983452E+06, 0.1528336E+06, 0.5037643E+06, 0.1096702E+05, 0.8604378E+04, 0.3420061E+04, 0.2299146E+05, 0.2137599E+07, 0.2026739E+07, 0.1068799E+04, 0.2255639E+05
EM0_4880_0000, 0.1622102E+05, 0.2165946E+06, 0.2879448E+05, 0.1818657E+06, 0.7636206E+05, 0.2870223E+06, 0.5024606E+04, 0.3472714E+04, 0.1550875E+04, 0.1004820E+05, 0.7691910E+06, 0.8115738E+06, 0.3845956E+03, 0.1055588E+05
EM0_4881_0000, 0.1751527E+05, 0.2578191E+06, 0.6809521E+05, 0.1611173E+06, 0.9962974E+05, 0.3288423E+06, 0.2116885E+05, 0.2543442E+04, 0.1075491E+05, 0.3446719E+05, 0.9065778E+06, 0.9082099E+06, 0.4532888E+03, 0.9202701E+04
EM0_4882_0000, 0.2285053E+05, 0.3199360E+06, 0.2280542E+05, 0.1864269E+06, 0.6968540E+05, 0.2789176E+06, 0.5218958E+04, 0.3823615E+04, 0.1507724E+04, 0.1055030E+05, 0.1409691E+07, 0.8518070E+06, 0.7048458E+03, 0.1123848E+05
EM0_4883_0000, 0.1116345E+05, 0.1509236E+06, 0.1020019E+05, 0.6452884E+05, 0.3259492E+05, 0.1073239E+06, 0.2476762E+04, 0.2369783E+04, 0.1186733E+04, 0.6033278E+04, 0.2866999E+06, 0.4524707E+06, 0.1433499E+03, 0.7877841E+04
EM0_4884_0000, 0.4247726E+04, 0.5762766E+05, 0.3745521E+04, 0.2832674E+05, 0.1269295E+05, 0.4476521E+05, 0.1024641E+04, 0.9900466E+03, 0.4072915E+03, 0.2421979E+04, 0.1405160E+06, 0.1774839E+06, 0.7025797E+02, 0.3047446E+04
EM0_4885_0000, 0.1630918E+05, 0.2197184E+06, 0.1374448E+05, 0.9928519E+05, 0.4592793E+05, 0.1589576E+06, 0.4178298E+04, 0.4205915E+04, 0.1680100E+04, 0.1006431E+05, 0.4905300E+06, 0.7087251E+06, 0.2452650E+03, 0.1134571E+05
EM0_4886_0000, 0.5539496E+04, 0.7605900E+05, 0.2069748E+04, 0.1263709E+05, 0.6136346E+04, 0.2084318E+05, 0.7384015E+03, 0.6886528E+03, 0.3528302E+03, 0.1779885E+04, 0.6885298E+05, 0.1104258E+06, 0.3442649E+02, 0.4196001E+04
EM0_5261_0000, 0.4828651E+04, 0.6622930E+05, 0.2785561E+04, 0.1628185E+05, 0.8476390E+04, 0.2754380E+05, 0.5472042E+03, 0.5069767E+03, 0.3154650E+03, 0.1369646E+04, 0.6613457E+05, 0.1114380E+06, 0.3306729E+02, 0.3657200E+04
EM0_4888_0000, 0.4345658E+04, 0.5840444E+05, 0.7970620E+04, 0.5287399E+05, 0.2362503E+05, 0.8446963E+05, 0.1269703E+04, 0.1252338E+04, 0.6378449E+03, 0.3159886E+04, 0.1732494E+06, 0.2761344E+06, 0.8662469E+02, 0.2972426E+04
EU1_2650_0001, 0.5309600E+05, 0.6133101E+06, 0.6757405E+05, 0.3234526E+06, 0.1733526E+06, 0.5643792E+06, 0.1511429E+05, 0.4835258E+04, 0.5086536E+04, 0.2503608E+05, 0.1375765E+08, 0.2175076E+07, 0.6859991E+04, 0.3360932E+05
EU1_2810_0001, 0.5098499E+05, 0.6362701E+06, 0.3160025E+05, 0.2078232E+06, 0.9968748E+05, 0.3391109E+06, 0.7072533E+04, 0.3731962E+04, 0.2885293E+04, 0.1368979E+05, 0.7426629E+07, 0.1061103E+07, 0.3700114E+04, 0.3517529E+05
EU0_2940_0000, 0.1891333E+05, 0.2641893E+06, 0.1188784E+05, 0.8051436E+05, 0.3551969E+05, 0.1279219E+06, 0.3003238E+04, 0.1666824E+04, 0.1428302E+04, 0.6098366E+04, 0.4690116E+07, 0.5397088E+06, 0.2345058E+04, 0.1329182E+05
EU0_2941_0000, 0.5858019E+04, 0.8294468E+05, 0.6381566E+04, 0.2678452E+05, 0.1300835E+05, 0.4617444E+05, 0.1562048E+04, 0.6114578E+03, 0.6470586E+03, 0.2820564E+04, 0.8305669E+06, 0.1999182E+06, 0.4152833E+03, 0.3373129E+04
EU1_2980_0000, 0.3599251E+05, 0.4861649E+06, 0.2663946E+05, 0.1461942E+06, 0.7255013E+05, 0.2453838E+06, 0.8070090E+04, 0.3287553E+04, 0.2829484E+04, 0.1418713E+05, 0.7185490E+07, 0.1102338E+07, 0.3592745E+04, 0.2321557E+05
EU1_2981_0000, 0.6114673E+04, 0.8409523E+05, 0.3646866E+04, 0.1966837E+05, 0.1172199E+05, 0.3503722E+05, 0.7419523E+03, 0.5477104E+03, 0.3490434E+03, 0.1638706E+04, 0.1185118E+07, 0.1853477E+06, 0.5925591E+03, 0.4245211E+04
EU1_2982_0000, 0.5790672E+04, 0.8386430E+05, 0.4313042E+05, 0.2031193E+05, 0.1881670E+05, 0.8225905E+05, 0.2574559E+04, 0.4971115E+03, 0.1582015E+04, 0.4653685E+04, 0.3336424E+06, 0.2248310E+06, 0.1668212E+03, 0.2386641E+04
EU1_2983_0000, 0.7581210E+04, 0.1037198E+06, 0.6061417E+04, 0.3966284E+05, 0.2029867E+05, 0.6602292E+05, 0.1654682E+04, 0.1067471E+04, 0.6551492E+03, 0.3377302E+04, 0.8080719E+06, 0.3268322E+06, 0.4040359E+03, 0.5265687E+04
EU1_2984_0000, 0.1328614E+05, 0.1854412E+06, 0.8226506E+04, 0.6799195E+05, 0.2737147E+05, 0.1035899E+06, 0.1616599E+04, 0.1147271E+04, 0.7464050E+03, 0.3510275E+04, 0.1322737E+07, 0.4140084E+06, 0.6613687E+03, 0.9503745E+04
EU0_2985_0000, 0.4402099E+04, 0.6160994E+05, 0.1605285E+04, 0.9921421E+04, 0.5601722E+04, 0.1712843E+05, 0.2702814E+03, 0.2304756E+03, 0.1406690E+03, 0.6414258E+03, 0.2772099E+06, 0.9811902E+05, 0.1386050E+03, 0.3219507E+04
EU0_3050_0000, 0.1404027E+05, 0.1977637E+06, 0.1242877E+05, 0.4346331E+05, 0.2199508E+05, 0.7788716E+05, 0.1956113E+04, 0.8880563E+03, 0.1140202E+04, 0.3984372E+04, 0.8696250E+06, 0.3544372E+06, 0.4348126E+03, 0.9476568E+04
EU0_3200_0000, 0.1291396E+05, 0.1817724E+06, 0.1247150E+05, 0.9313116E+05, 0.3806107E+05, 0.1436637E+06, 0.4502029E+04, 0.2307864E+04, 0.1509662E+04, 0.8319555E+04, 0.2767560E+07, 0.5873493E+06, 0.1383780E+04, 0.8995081E+04
EU0_3202_0000, 0.3270202E+04, 0.4627475E+05, 0.4282378E+04, 0.2901969E+05, 0.1276636E+05, 0.4606842E+05, 0.8775541E+03, 0.3907485E+03, 0.3299602E+03, 0.1598263E+04, 0.5256739E+06, 0.1524532E+06, 0.2628370E+03, 0.2365100E+04
EU0_3203_0000, 0.1064289E+05, 0.1489718E+06, 0.1124744E+05, 0.8436727E+05, 0.3463969E+05, 0.1302544E+06, 0.3452764E+04, 0.1825052E+04, 0.1226529E+04, 0.6504345E+04, 0.2469756E+07, 0.5029867E+06, 0.1234878E+04, 0.7379041E+04
EU0_3300_0000, 0.1075031E+05, 0.1508700E+06, 0.8907283E+04, 0.5496896E+05, 0.2524859E+05, 0.8912484E+05, 0.1782308E+04, 0.8323533E+03, 0.7582665E+03, 0.3372928E+04, 0.1164432E+07, 0.3121026E+06, 0.5822158E+03, 0.7577994E+04
EU0_3360_0000, 0.2274082E+05, 0.3240707E+06, 0.2358932E+05, 0.1744177E+06, 0.6927799E+05, 0.2672850E+06, 0.8324678E+04, 0.3487965E+04, 0.2156380E+04, 0.1396903E+05, 0.4631694E+07, 0.1047048E+07, 0.2315846E+04, 0.1529575E+05
EU0_3361_0000, 0.1487022E+05, 0.2083643E+06, 0.1446644E+05, 0.1217727E+06, 0.4344257E+05, 0.1796816E+06, 0.4775176E+04, 0.2616995E+04, 0.1186898E+04, 0.8579072E+04, 0.2355117E+07, 0.6881581E+06, 0.1177558E+04, 0.1088832E+05
EU0_3362_0000, 0.2237051E+05, 0.3173918E+06, 0.2181280E+05, 0.1682072E+06, 0.6574902E+05, 0.2557691E+06, 0.7486149E+04, 0.3379991E+04, 0.1968064E+04, 0.1283420E+05, 0.3321146E+07, 0.1005657E+07, 0.1660573E+04, 0.1468451E+05
EU0_3363_0000, 0.1701842E+05, 0.2429615E+06, 0.1961329E+05, 0.1442089E+06, 0.5709492E+05, 0.2209171E+06, 0.6263756E+04, 0.2587336E+04, 0.1554286E+04, 0.1040538E+05, 0.3897939E+07, 0.8405851E+06, 0.1948969E+04, 0.1114711E+05
EU2_3520_0001, 0.8501701E+05, 0.1109400E+07, 0.6098199E+05, 0.4778345E+06, 0.1911891E+06, 0.7300058E+06, 0.2298988E+05, 0.9358094E+04, 0.5800956E+04, 0.3814894E+05, 0.2851748E+08, 0.1984276E+07, 0.1422989E+05, 0.6136380E+05
EU0_3570_0000, 0.2032189E+05, 0.2912398E+06, 0.1683894E+05, 0.1264809E+06, 0.5106498E+05, 0.1943849E+06, 0.4927700E+04, 0.1997692E+04, 0.1240242E+04, 0.8165635E+04, 0.2744904E+07, 0.7159004E+06, 0.1372452E+04, 0.1312731E+05
EU0_3571_0000, 0.1126340E+05, 0.1613944E+06, 0.1307338E+05, 0.9930830E+05, 0.3713245E+05, 0.1495141E+06, 0.4728493E+04, 0.1888523E+04, 0.1073812E+04, 0.7690828E+04, 0.1665766E+07, 0.5843468E+06, 0.8328828E+03, 0.7277954E+04
EU0_3572_0000, 0.5040225E+04, 0.7239856E+05, 0.4925925E+04, 0.3888318E+05, 0.1408585E+05, 0.5789496E+05, 0.2106141E+04, 0.8332087E+03, 0.4622296E+03, 0.3401579E+04, 0.1110657E+07, 0.2388355E+06, 0.5553284E+03, 0.3259686E+04
EU0_3573_0000, 0.1303535E+05, 0.1864942E+06, 0.1321134E+05, 0.9425113E+05, 0.3682870E+05, 0.1442911E+06, 0.4036781E+04, 0.1613809E+04, 0.9608348E+03, 0.6611424E+04, 0.1395481E+07, 0.5435132E+06, 0.6977403E+03, 0.8352151E+04
EU0_3700_0000, 0.1828021E+05, 0.2547877E+06, 0.2519494E+05, 0.1935068E+06, 0.7846606E+05, 0.2971678E+06, 0.3999845E+04, 0.1633320E+04, 0.9952703E+03, 0.6628435E+04, 0.1600230E+07, 0.8618393E+06, 0.8001147E+03, 0.1117840E+05
EU0_3720_0000, 0.2713086E+05, 0.3862738E+06, 0.2979762E+05, 0.2455602E+06, 0.9209456E+05, 0.3674522E+06, 0.9307677E+04, 0.3659536E+04, 0.1976688E+04, 0.1494391E+05, 0.3783496E+07, 0.1285968E+07, 0.1891748E+04, 0.1728781E+05
EU0_3721_0000, 0.7147437E+04, 0.1021929E+06, 0.5814776E+04, 0.4928198E+05, 0.1800468E+05, 0.7310145E+05, 0.7245190E+03, 0.2504340E+03, 0.1835307E+03, 0.1158484E+04, 0.1801929E+06, 0.1703812E+06, 0.9009647E+02, 0.4620085E+04
EU0_3722_0000, 0.2335002E+05, 0.3324419E+06, 0.2001311E+05, 0.1519091E+06, 0.5696812E+05, 0.2288903E+06, 0.6904718E+04, 0.2194291E+04, 0.1485612E+04, 0.1058462E+05, 0.1995874E+07, 0.8524759E+06, 0.9979373E+03, 0.1486459E+05
EU0_3724_0000, 0.2561019E+05, 0.3660062E+06, 0.3032329E+05, 0.2452577E+06, 0.8712584E+05, 0.3627068E+06, 0.1193603E+05, 0.4360394E+04, 0.2757622E+04, 0.1905404E+05, 0.5512794E+07, 0.1327472E+07, 0.2756396E+04, 0.1611015E+05
EU0_3725_0000, 0.6320856E+04, 0.8787838E+05, 0.6618758E+04, 0.4554315E+05, 0.1942474E+05, 0.7158663E+05, 0.2534193E+04, 0.1163406E+04, 0.5832076E+03, 0.4280808E+04, 0.1068594E+07, 0.3363133E+06, 0.5342974E+03, 0.3839453E+04
EU0_3830_0001, 0.1975500E+05, 0.2492900E+06, 0.1495184E+05, 0.1202164E+06, 0.4659333E+05, 0.1817616E+06, 0.3742344E+04, 0.1337257E+04, 0.9074348E+03, 0.5987034E+04, 0.3170050E+07, 0.3508555E+06, 0.1575234E+04, 0.1266779E+05
EU0_4010_0000, 0.1196341E+05, 0.1730589E+06, 0.1880920E+05, 0.1022808E+06, 0.4399705E+05, 0.1650870E+06, 0.8713084E+04, 0.2087691E+04, 0.2527681E+04, 0.1332846E+05, 0.2288652E+07, 0.6455789E+06, 0.1144326E+04, 0.7136504E+04
EU0_4011_0000, 0.8557979E+04, 0.1226634E+06, 0.9860888E+04, 0.7979676E+05, 0.2979396E+05, 0.1194516E+06, 0.3700427E+04, 0.1530745E+04, 0.7658473E+03, 0.5997019E+04, 0.1140961E+07, 0.4675233E+06, 0.5704805E+03, 0.5529315E+04
EU0_4012_0000, 0.4416894E+04, 0.6351867E+05, 0.4230208E+04, 0.3377408E+05, 0.1242783E+05, 0.5043212E+05, 0.1707223E+04, 0.6841957E+03, 0.3792794E+03, 0.2770697E+04, 0.9012852E+06, 0.2048450E+06, 0.4506426E+03, 0.2870346E+04
EU0_4013_0000, 0.1157218E+05, 0.1660034E+06, 0.1320312E+05, 0.1027033E+06, 0.3956800E+05, 0.1554744E+06, 0.4805562E+04, 0.1987815E+04, 0.1034032E+04, 0.7827411E+04, 0.1261612E+07, 0.6170406E+06, 0.6308063E+03, 0.7501617E+04
EU0_4014_0000, 0.9250764E+04, 0.1324312E+06, 0.8568539E+04, 0.5847409E+05, 0.2595858E+05, 0.9300122E+05, 0.3446694E+04, 0.1417708E+04, 0.7893848E+03, 0.5653786E+04, 0.7511656E+06, 0.4295350E+06, 0.3755827E+03, 0.5989998E+04
EU0_4015_0000, 0.5502360E+04, 0.7898534E+05, 0.6315916E+04, 0.3635191E+05, 0.1466257E+05, 0.5733039E+05, 0.2356593E+04, 0.7797903E+03, 0.5961650E+03, 0.3732547E+04, 0.4323360E+06, 0.2398742E+06, 0.2161679E+03, 0.3521741E+04
EU0_4030_0000, 0.5321654E+05, 0.7586845E+06, 0.4765891E+05, 0.3799667E+06, 0.1409649E+06, 0.5685906E+06, 0.1476619E+05, 0.4912297E+04, 0.3267727E+04, 0.2294621E+05, 0.6119878E+07, 0.2005630E+07, 0.3059939E+04, 0.3405629E+05
EU0_4122_0000, 0.3294855E+05, 0.4680132E+06, 0.4125807E+05, 0.2865175E+06, 0.1197029E+06, 0.4474785E+06, 0.1130286E+05, 0.4368311E+04, 0.2973594E+04, 0.1864476E+05, 0.2600719E+07, 0.1686170E+07, 0.1300359E+04, 0.2075334E+05
EU0_4121_0000, 0.2271939E+04, 0.2996816E+05, 0.5214253E+04, 0.2045262E+05, 0.1542147E+05, 0.4108834E+05, 0.6115543E+03, 0.3562026E+03, 0.1531293E+03, 0.1120886E+04, 0.1306581E+06, 0.1877367E+06, 0.6532903E+02, 0.1279583E+04
EU0_4260_0000, 0.2664628E+05, 0.3779332E+06, 0.3040731E+05, 0.1968845E+06, 0.7615701E+05, 0.3034488E+06, 0.1020188E+05, 0.3073722E+04, 0.2329465E+04, 0.1560507E+05, 0.3152326E+07, 0.1160470E+07, 0.1576163E+04, 0.1667774E+05
EU0_4470_0000, 0.3126568E+05, 0.4457947E+06, 0.2886607E+05, 0.2477422E+06, 0.8494470E+05, 0.3615528E+06, 0.7410779E+04, 0.3163329E+04, 0.1748850E+04, 0.1232296E+05, 0.2789348E+07, 0.1103224E+07, 0.1394674E+04, 0.1854379E+05
EU0_4471_0000, 0.1075264E+05, 0.1526083E+06, 0.1131876E+05, 0.9284956E+05, 0.3568001E+05, 0.1398483E+06, 0.2430047E+04, 0.9234209E+03, 0.6109868E+03, 0.3964454E+04, 0.1056143E+07, 0.4441231E+06, 0.5280715E+03, 0.6873744E+04
EU0_4472_0000, 0.3898626E+04, 0.5552038E+05, 0.3076655E+04, 0.2514051E+05, 0.9140703E+04, 0.3735786E+05, 0.1428371E+04, 0.4849012E+03, 0.3132836E+03, 0.2226556E+04, 0.5440010E+06, 0.1646368E+06, 0.2720005E+03, 0.2496565E+04
EU0_4473_0000, 0.1356870E+05, 0.1900732E+06, 0.1310355E+05, 0.9908407E+05, 0.4054710E+05, 0.1527348E+06, 0.4478653E+04, 0.1782836E+04, 0.1087289E+04, 0.7348780E+04, 0.1495807E+07, 0.6446652E+06, 0.7479033E+03, 0.8421280E+04
EU0_4474_0000, 0.1892095E+05, 0.2652395E+06, 0.2944069E+05, 0.2433659E+06, 0.9558723E+05, 0.3683938E+06, 0.7778171E+04, 0.4200525E+04, 0.2169555E+04, 0.1414825E+05, 0.1392001E+07, 0.1195759E+07, 0.6960004E+03, 0.1014240E+05
EU0_4475_0000, 0.2361903E+05, 0.3305784E+06, 0.1970718E+05, 0.1682464E+06, 0.6245241E+05, 0.2504060E+06, 0.5339146E+04, 0.3795775E+04, 0.1417764E+04, 0.1055269E+05, 0.1913568E+07, 0.8051014E+06, 0.9567843E+03, 0.1174040E+05
EU0_4491_0000, 0.7829482E+04, 0.1114554E+06, 0.3760795E+05, 0.6572369E+05, 0.3800938E+05, 0.1413410E+06, 0.3840394E+04, 0.9395266E+03, 0.1727214E+04, 0.6507135E+04, 0.3304288E+06, 0.4448627E+06, 0.1652144E+03, 0.3631408E+04
EU0_4610_0000, 0.9835724E+04, 0.1358565E+06, 0.9938488E+04, 0.5830604E+05, 0.3170058E+05, 0.9994511E+05, 0.2712564E+04, 0.1324233E+04, 0.7553998E+03, 0.4792195E+04, 0.4916788E+06, 0.4964872E+06, 0.2458394E+03, 0.5998249E+04
EU0_4700_0000, 0.3183559E+05, 0.4423587E+06, 0.2559344E+05, 0.1925462E+06, 0.8116108E+05, 0.2993007E+06, 0.8211392E+04, 0.6230362E+04, 0.2242242E+04, 0.1668399E+05, 0.1895881E+07, 0.1179450E+07, 0.9479406E+03, 0.1549534E+05
EU0_4873_0000, 0.2266804E+05, 0.3156038E+06, 0.3480617E+05, 0.1671628E+06, 0.7677665E+05, 0.2787455E+06, 0.8084364E+04, 0.4640802E+04, 0.2554861E+04, 0.1528003E+05, 0.9494461E+06, 0.1026065E+07, 0.4747230E+03, 0.1077403E+05
JA4_7280_7340, 0.1531272E+06, 0.2041478E+07, 0.3109391E+05, 0.1833381E+06, 0.9992987E+05, 0.3143618E+06, 0.1174743E+05, 0.1077570E+05, 0.8374210E+04, 0.3089734E+05, 0.1214608E+08, 0.1350814E+07, 0.5913091E+04, 0.1609685E+06
JA2_7290_0001, 0.7301912E+05, 0.9313756E+06, 0.1424259E+05, 0.7274549E+05, 0.4780560E+05, 0.1347937E+06, 0.4454532E+04, 0.4299435E+04, 0.3559722E+04, 0.1231369E+05, 0.7197251E+06, 0.1071468E+07, 0.3110283E+03, 0.7302519E+05
JA0_7291_7290, 0.4001086E+05, 0.4676247E+06, 0.8544901E+03, 0.2828337E+04, 0.2434125E+04, 0.6116953E+04, 0.3945925E+04, 0.3903172E+04, 0.3657692E+04, 0.1150679E+05, 0.7413221E+05, 0.7196775E+05, 0.1451035E+02, 0.3869683E+05
JA4_7340_7470, 0.1162502E+05, 0.1694336E+06, 0.2112166E+04, 0.1278522E+05, 0.6783917E+04, 0.2168131E+05, 0.6561224E+03, 0.5781757E+03, 0.5114455E+03, 0.1745743E+04, 0.5246509E+06, 0.9674341E+05, 0.2554166E+03, 0.1259348E+05
JA2_7410_7470, 0.8114935E+05, 0.9533552E+06, 0.1931703E+05, 0.1102078E+06, 0.5925727E+05, 0.1887820E+06, 0.8642890E+04, 0.7586520E+04, 0.5607100E+04, 0.2183651E+05, 0.1005018E+08, 0.8741816E+06, 0.4892742E+04, 0.8875859E+05
JA5_7460_0000, 0.1774240E+05, 0.2522860E+06, 0.1356291E+05, 0.3608199E+05, 0.4502655E+05, 0.9467145E+05, 0.1662911E+04, 0.1960131E+04, 0.1128419E+04, 0.4751461E+04, 0.7401200E+06, 0.6992158E+06, 0.3700600E+03, 0.1394848E+05
JA4_7470_7480, 0.3180034E+05, 0.4717955E+06, 0.7483455E+04, 0.3854622E+05, 0.2278960E+05, 0.6881926E+05, 0.2056629E+04, 0.1700482E+04, 0.1632940E+04, 0.5390051E+04, 0.1697797E+07, 0.2729901E+06, 0.8265408E+03, 0.3502362E+05
JA5_7480_0001, 0.1060690E+06, 0.1628436E+07, 0.2711980E+05, 0.1624380E+06, 0.6958627E+05, 0.2591441E+06, 0.6574046E+04, 0.4826009E+04, 0.5277734E+04, 0.1667779E+05, 0.5209562E+07, 0.8681639E+06, 0.2536177E+04, 0.1176196E+06
JA5_7520_0000, 0.5511676E+05, 0.8283716E+06, 0.1804451E+06, 0.2943188E+06, 0.1691355E+06, 0.6438997E+06, 0.4042455E+05, 0.5366886E+04, 0.1746590E+05, 0.6325737E+05, 0.2101173E+07, 0.2173064E+07, 0.1050586E+04, 0.3061705E+05
JA2_7550_7280, 0.1979412E+06, 0.2355982E+07, 0.2330917E+05, 0.9816326E+05, 0.6298329E+05, 0.1844557E+06, 0.1844074E+05, 0.1309621E+05, 0.1174154E+05, 0.4327849E+05, 0.2048862E+08, 0.1643239E+07, 0.9974503E+04, 0.1956002E+06
JA2_7570_7480, 0.2686055E+05, 0.3851347E+06, 0.7226098E+04, 0.4046744E+05, 0.2233042E+05, 0.7002396E+05, 0.2006326E+04, 0.1839337E+04, 0.1510999E+04, 0.5356662E+04, 0.1558129E+07, 0.2332815E+06, 0.7585459E+03, 0.2982222E+05
JA1_7600_7570, 0.9289684E+05, 0.1182516E+07, 0.1360866E+05, 0.7051359E+05, 0.4200288E+05, 0.1261251E+06, 0.9545448E+04, 0.8425106E+04, 0.6554664E+04, 0.2452522E+05, 0.8774654E+07, 0.8604261E+06, 0.4271776E+04, 0.9873308E+05
JA1_7640_7280, 0.9472046E+05, 0.1068870E+07, 0.9171376E+04, 0.4896579E+05, 0.2805370E+05, 0.8619086E+05, 0.6555805E+04, 0.7239152E+04, 0.4903408E+04, 0.1869837E+05, 0.9506852E+07, 0.8094111E+06, 0.4628231E+04, 0.9578837E+05
JB3_6820_7053, 0.1746467E+06, 0.2436966E+07, 0.3936334E+05, 0.1238116E+06, 0.1249261E+06, 0.2881010E+06, 0.8157447E+04, 0.6702081E+04, 0.5269487E+04, 0.2012902E+05, 0.1249650E+08, 0.5992812E+06, 0.6039325E+04, 0.1581121E+06
