TABLE->,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM1,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,PSTEMP-PARM2,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-ASLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-BSLT,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP1,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-ULTP2,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,MON-LGTP1,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS,PSTEMP-TEMPS
A51175,1,1,1,1,0,1,0,0,0,0,34.99,36.72,40.16,44.98,49.36,53.59,55.66,54.44,51.21,45.54,40.96,36.33,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.38,40.5,46.69,55.36,63.25,70.86,74.59,72.38,66.58,56.37,48.12,39.79,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51177,1,1,1,1,0,1,0,0,0,0,32.98,34.86,38.49,43.73,48.16,52.62,54.69,53.61,49.95,44.11,39.29,34.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.77,37.14,43.69,53.12,61.09,69.12,72.84,70.9,64.31,53.79,45.12,36.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51179,1,1,1,1,0,1,0,0,0,0,33.03,34.91,38.52,43.88,48.26,52.72,54.87,53.86,50.27,44.42,39.65,34.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.86,37.24,43.73,53.39,61.27,69.3,73.16,71.36,64.88,54.35,45.76,36.94,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51181,1,1,1,1,0,1,0,0,0,0,35.25,36.88,40.41,45.3,49.6,53.73,55.87,54.72,51.49,45.97,41.34,36.64,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.85,40.79,47.13,55.94,63.69,71.12,74.97,72.89,67.08,57.14,48.82,40.36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51183,1,1,1,1,0,1,0,0,0,0,34.81,36.61,40.15,45.12,49.48,53.72,55.82,54.55,51.22,45.49,40.88,36.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.06,40.3,46.66,55.61,63.46,71.09,74.87,72.59,66.6,56.28,47.98,39.58,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51185,1,1,1,1,0,1,0,0,0,0,31.22,33.06,36.54,41.13,45.5,49.35,51.15,50.38,47,41.62,37.01,32.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,30.59,33.91,40.18,48.43,56.3,63.23,66.47,65.08,59.01,49.32,41.02,32.65,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51187,1,1,1,1,0,1,0,0,0,0,31.95,33.79,37.26,42.7,47.45,52.03,54.11,53.06,49.24,43.41,38.48,33.53,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.91,35.21,41.47,51.27,59.82,68.06,71.8,69.91,63.03,52.53,43.66,34.76,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51191,1,1,1,1,0,1,0,0,0,0,32.14,34.21,37.85,42.27,46.68,50.57,52.3,51.51,48.21,42.67,37.98,33.29,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.24,35.98,42.53,50.48,58.43,65.42,68.54,67.12,61.17,51.21,42.77,34.33,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51193,1,1,1,1,0,1,0,0,0,0,34.23,35.89,39.49,44.69,49.09,53.41,55.43,54.37,50.94,45.23,40.66,35.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.02,39,45.47,54.84,62.77,70.55,74.17,72.26,66.1,55.81,47.6,38.74,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51195,1,1,1,1,0,1,0,0,0,0,32.09,34.11,37.68,42.28,46.51,50.28,51.98,51.26,48.06,42.7,37.92,33.31,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.17,35.8,42.23,50.5,58.12,64.91,67.97,66.66,60.9,51.26,42.65,34.36,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51197,1,1,1,1,0,1,0,0,0,0,31.62,33.37,36.72,41.27,45.67,49.63,51.51,50.62,47.18,41.76,37.14,32.67,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.31,34.46,40.5,48.69,56.61,63.73,67.11,65.52,59.33,49.57,41.26,33.21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51199,1,1,1,1,0,1,0,0,0,0,35.42,36.86,40.26,45.04,49.39,53.59,55.73,54.66,51.58,46.16,41.54,36.96,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.16,40.76,46.86,55.47,63.3,70.86,74.71,72.79,67.25,57.49,49.17,40.93,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51510,1,1,1,1,0,1,0,0,0,0,33.07,34.95,38.59,43.93,48.6,53.18,55.38,54.41,50.6,44.56,39.58,34.79,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.92,37.31,43.86,53.47,61.87,70.12,74.09,72.33,65.47,54.61,45.64,37.02,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51515,1,1,1,1,0,1,0,0,0,0,33.98,35.77,39.34,44.46,48.47,52.62,54.51,53.55,49.98,44.53,39.6,35.05,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.56,38.78,45.22,54.43,61.64,69.11,72.53,70.79,64.37,54.55,45.68,37.48,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51520,1,1,1,1,0,1,0,0,0,0,32.87,35.04,38.7,43.13,47.47,51.37,53.03,52.28,48.97,43.42,38.61,34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.57,37.48,44.06,52.03,59.85,66.86,69.86,68.5,62.55,52.55,43.9,35.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51530,1,1,1,1,0,1,0,0,0,0,32.78,34.54,38.02,43.19,47.43,51.61,53.58,52.76,49.07,43.36,38.43,33.86,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.4,36.56,42.84,52.13,59.77,67.3,70.85,69.37,62.72,52.45,43.57,35.34,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51540,1,1,1,1,0,1,0,0,0,0,33.33,35.24,38.72,44.34,48.5,52.87,54.8,53.63,50.04,44.31,39.39,34.68,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.39,37.83,44.1,54.21,61.71,69.56,73.04,70.93,64.48,54.17,45.3,36.82,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51550,1,1,1,1,0,1,0,0,0,0,36.12,37.52,40.76,45.26,49.62,53.83,55.99,54.9,52.03,46.65,42.13,37.59,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.42,41.93,47.77,55.87,63.72,71.29,75.18,73.21,68.05,58.38,50.23,42.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51570,1,1,1,1,0,1,0,0,0,0,34.91,36.78,40.39,45.51,49.78,54.03,56.09,54.81,51.43,45.65,41.01,36.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.24,40.61,47.1,56.31,64,71.65,75.36,73.05,66.97,56.56,48.22,39.85,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51580,1,1,1,1,0,1,0,0,0,0,32.24,34.14,37.68,42.79,47.25,51.29,53.2,52.32,48.66,43.19,38.1,33.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.43,35.86,42.22,51.42,59.45,66.72,70.15,68.58,61.99,52.15,42.97,34.51,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51590,1,1,1,1,0,1,0,0,0,0,34.13,35.94,39.49,44.49,48.88,53.12,55.14,54,50.46,44.64,39.83,35.32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.83,39.1,45.48,54.48,62.39,70.02,73.65,71.6,65.22,54.75,46.09,37.98,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51595,1,1,1,1,0,1,0,0,0,0,34.72,36.53,39.95,44.93,49.37,53.66,55.71,54.46,51.1,45.31,40.73,36.19,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.9,40.15,46.3,55.27,63.26,70.98,74.68,72.43,66.38,55.95,47.71,39.54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51600,1,1,1,1,0,1,0,0,0,0,31.83,33.71,37.4,42.63,47.24,51.72,53.83,52.92,48.98,42.94,38.13,33.32,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.69,35.07,41.72,51.13,59.42,67.5,71.29,69.66,62.56,51.69,43.03,34.38,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51610,1,1,1,1,0,1,0,0,0,0,32.35,34.24,37.88,43.06,47.72,52.28,54.36,53.38,49.45,43.49,38.63,33.84,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.63,36.03,42.59,51.9,60.3,68.5,72.24,70.49,63.41,52.68,43.93,35.31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51620,1,1,1,1,0,1,0,0,0,0,35.29,36.97,40.37,45.09,49.44,53.59,55.72,54.52,51.38,45.8,41.23,36.61,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.92,40.95,47.07,55.55,63.39,70.87,74.69,72.53,66.89,56.83,48.61,40.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51630,1,1,1,1,0,1,0,0,0,0,33.24,35.09,38.72,44.08,48.5,53.02,55.13,54.07,50.45,44.58,39.74,34.85,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.24,37.56,44.09,53.75,61.71,69.84,73.63,71.73,65.21,54.64,45.93,37.13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51640,1,1,1,1,0,1,0,0,0,0,31.71,33.52,36.85,41.3,45.7,49.57,51.39,50.56,47.15,41.7,37.1,32.69,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.47,34.73,40.73,48.75,56.65,63.63,66.91,65.41,59.28,49.46,41.19,33.24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51650,1,1,1,1,0,1,0,0,0,0,35.8,37.17,40.48,45.13,49.47,53.73,55.94,54.87,51.88,46.51,41.87,37.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.83,41.31,47.26,55.63,63.45,71.11,75.09,73.16,67.79,58.11,49.77,41.65,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51660,1,1,1,1,0,1,0,0,0,0,32.08,33.85,37.35,42.67,47.26,51.64,53.57,52.52,48.91,43.41,38.42,33.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.14,35.34,41.64,51.21,59.46,67.36,70.83,68.94,62.44,52.54,43.56,34.57,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51670,1,1,1,1,0,1,0,0,0,0,34.99,36.76,40.38,45.43,49.71,53.94,56.05,54.88,51.49,45.81,41.08,36.38,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.37,40.56,47.08,56.17,63.88,71.5,75.3,73.18,67.09,56.85,48.34,39.88,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51678,1,1,1,1,0,1,0,0,0,0,33.03,34.83,38.41,43.66,48.04,52.23,54.19,53.37,49.56,43.88,38.76,34.14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,33.85,37.1,43.53,52.98,60.86,68.41,71.94,70.46,63.61,53.38,44.17,35.84,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51680,1,1,1,1,0,1,0,0,0,0,33.65,35.5,39.04,44.34,48.39,52.65,54.61,53.58,50.01,44.32,39.38,34.83,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.98,38.31,44.67,54.21,61.5,69.17,72.69,70.84,64.42,54.18,45.29,37.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51683,1,1,1,1,0,1,0,0,0,0,32.41,34.15,37.84,43.32,47.81,52.29,54.52,53.64,49.9,43.89,38.99,34.11,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.74,35.87,42.51,52.37,60.47,68.53,72.54,70.95,64.23,53.4,44.58,35.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51685,1,1,1,1,0,1,0,0,0,0,32.35,34.07,37.77,43.24,47.77,52.25,54.48,53.58,49.81,43.79,38.9,34.04,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.63,35.73,42.39,52.23,60.38,68.44,72.46,70.85,64.06,53.22,44.41,35.67,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51690,1,1,1,1,0,1,0,0,0,0,33.98,35.78,39.22,44.31,48.57,52.8,54.76,53.69,50.11,44.52,39.69,35.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.56,38.8,45,54.15,61.82,69.44,72.97,71.04,64.6,54.54,45.84,37.54,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51700,1,1,1,1,0,1,0,0,0,0,35.64,37.11,40.47,45.22,49.54,53.74,55.93,54.84,51.78,46.35,41.68,37.15,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.54,41.21,47.24,55.79,63.58,71.14,75.07,73.12,67.61,57.83,49.42,41.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51710,1,1,1,1,0,1,0,0,0,0,35.99,37.35,40.6,45.15,49.52,53.79,55.99,54.91,51.99,46.62,41.97,37.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.17,41.63,47.49,55.67,63.54,71.21,75.18,73.24,67.99,58.32,49.95,41.86,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51720,1,1,1,1,0,1,0,0,0,0,31.89,33.9,37.44,42.01,46.17,49.87,51.53,50.81,47.65,42.35,37.63,33.06,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,31.8,35.41,41.8,50.01,57.5,64.16,67.15,65.86,60.18,50.64,42.14,33.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51730,1,1,1,1,0,1,0,0,0,0,35,36.86,40.46,45.55,49.82,54.06,56.12,54.84,51.49,45.71,41.1,36.45,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,37.41,40.75,47.23,56.4,64.07,71.72,75.42,73.11,67.07,56.68,48.38,40.01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51735,1,1,1,1,0,1,0,0,0,0,35.67,37.03,40.36,45.04,49.4,53.67,55.87,54.8,51.8,46.43,41.8,37.26,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.61,41.06,47.04,55.48,63.32,71,74.97,73.05,67.64,57.98,49.64,41.47,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51740,1,1,1,1,0,1,0,0,0,0,35.98,37.39,40.68,45.23,49.57,53.8,55.99,54.85,51.92,46.56,41.9,37.43,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.16,41.69,47.62,55.81,63.62,71.23,75.18,73.13,67.86,58.21,49.82,41.77,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51750,1,1,1,1,0,1,0,0,0,0,32.19,34.1,37.49,42.29,46.57,50.62,52.54,51.58,48.06,42.65,38,33.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.35,35.78,41.88,50.52,58.23,65.51,68.96,67.25,60.91,51.17,42.81,34.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51760,1,1,1,1,0,1,0,0,0,0,34.63,36.45,40.13,45.25,49.38,53.57,55.59,54.51,51.09,45.4,40.68,36.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,36.74,40.02,46.63,55.86,63.28,70.82,74.45,72.52,66.37,56.12,47.62,39.25,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51770,1,1,1,1,0,1,0,0,0,0,33.79,35.61,39.14,44.3,48.55,52.71,54.68,53.69,50,44.53,39.64,34.93,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,35.22,38.51,44.85,54.15,61.79,69.28,72.82,71.03,64.4,54.56,45.74,37.27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51775,1,1,1,1,0,1,0,0,0,0,33.37,35.22,38.75,43.86,48.22,52.4,54.39,53.38,49.71,44.23,39.35,34.54,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,34.46,37.79,44.14,53.35,61.19,68.72,72.31,70.48,63.88,54.02,45.24,36.57,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51790,1,1,1,1,0,1,0,0,0,0,32.12,33.89,37.37,42.49,46.89,51.15,53.09,52.11,48.46,42.82,38.15,33.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.22,35.41,41.66,50.89,58.8,66.47,69.97,68.19,61.64,51.48,43.06,34.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51800,1,1,1,1,0,1,0,0,0,0,35.58,37.14,40.49,45.09,49.46,53.62,55.76,54.6,51.54,46.08,41.55,36.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,38.45,41.25,47.27,55.57,63.43,70.92,74.77,72.67,67.17,57.34,49.19,40.94,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51810,1,1,1,1,0,1,0,0,0,0,36.29,37.55,40.74,45.17,49.54,53.83,56.02,54.99,52.18,46.88,42.35,37.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,39.72,42,47.73,55.71,63.57,71.3,75.23,73.39,68.32,58.79,50.63,42.44,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
A51820,1,1,1,1,0,1,0,0,0,0,32.37,34.18,37.69,42.87,47.05,51.23,53.17,52.19,48.62,43.1,38.61,33.73,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,32.67,35.93,42.25,51.57,59.09,66.62,70.11,68.34,61.92,51.98,43.91,35.12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,46.51,45.41,46.57,49.09,52.79,56.03,59.01,60.41,59.74,57.2,53.27,49.9,32,32,32,50
